id,flow1,flow2
12401,0.23,0.26
12402,9.36,9.78
12403,3.83,4
12404,5.75,6.06
12405,0.17,0.19
12406,1.47,1.59
12407,0.18,0.2
12408,1.28,1.38
12409,0.25,0.28
12410,1.38,1.52
12411,5.88,6.24
12412,0.19,0.22
12413,5.14,5.38
12414,2.49,2.61
12415,1.38,1.52
12416,0.31,0.33
12417,0.97,1.06
12418,0.18,0.21
12419,1.14,1.24
12420,1.15,1.29
12421,1.59,1.71
12422,1.1,1.22
12423,0.1,0.11
12424,13.78,14.72
12425,3.45,3.61
12426,8.54,8.91
12427,0.17,0.19
12428,3.91,4.11
12429,2.43,2.58
12430,1.64,1.76
12431,0.34,0.36
12432,0.13,0.15
12433,0.27,0.32
12434,6.68,6.89
12435,8.03,8.26
12436,1.51,1.62
12437,1.95,2.05
12438,18.32,19.57
12439,0.75,0.79
12440,1.38,1.49
12441,1,1.1
12442,1.1,1.16
12443,2.75,2.89
12444,1.44,1.52
12445,1.45,1.52
12446,0.44,0.47
12447,1.44,1.55
12448,4.19,4.39
12449,0.22,0.24
12450,1.27,1.42
12451,7.08,7.4
12452,0.18,0.2
12453,1.76,1.85
12454,3.17,3.32
12455,1.14,1.21
12456,0.11,0.12
12457,0.18,0.2
12458,1,1.12
12459,1.04,1.12
12460,0.12,0.14
12461,0.27,0.29
12462,1.73,1.86
12463,0.98,1.05
12464,1.44,1.51
12465,0.09,0.08
12466,12.43,13.12
12467,1.3,1.43
12468,6.19,6.47
12469,0.4,0.43
12470,0.08,0.08
12471,1.2,1.26
12472,1.85,1.94
12473,1,1.09
12474,0.23,0.27
12475,1.78,1.86
12476,0.5,0.54
12477,1.67,1.76
12478,1.17,1.26
12479,11.75,12.29
12480,1.23,1.37
12481,4.21,4.44
12482,5.18,5.37
12483,1.98,2.07
12484,1.15,1.21
12485,1.49,1.63
12486,0.21,0.24
12487,0.15,0.18
12488,0.19,0.22
12489,1.14,1.24
12490,0.17,0.19
12491,3.95,4.6
12492,0.3,0.32
12493,0.19,0.21
12494,9.55,9.81
12495,0.18,0.21
12496,0.91,0.96
12497,1.67,1.75
12498,0.88,0.92
12499,7.55,7.9
12500,1.23,1.33
12501,0.84,0.89
12502,1.08,1.16
12503,1.49,1.61
12504,0.1,0.11
12505,0.26,0.27
12506,0.08,0.06
12507,1.57,1.65
12508,1.7,1.84
12509,0.24,0.26
12510,1.41,1.52
12511,2.04,2.16
12512,9,9.42
12513,3.53,3.69
12514,0.39,0.42
12515,0.24,0.26
12516,1.17,1.27
12517,0.09,0.08
12518,0.42,0.53
12519,0.17,0.2
12520,0.27,0.3
12521,0.66,0.7
12522,0.27,0.3
12523,1.39,1.54
12524,5.98,6.26
12525,0.15,0.16
12526,9.91,10.43
12527,18.05,18.79
12528,0.14,0.16
12529,0.1,0.12
12530,1.25,1.31
12531,0.73,0.9
12532,0.24,0.26
12533,0.17,0.2
12534,2.78,2.91
12535,0.2,0.21
12536,0.13,0.14
12537,5.7,5.88
12538,0.23,0.27
12539,3.09,3.24
12540,0.18,0.22
12541,0.22,0.24
12542,1.34,1.47
12543,1.43,1.5
12544,0.27,0.29
12545,0.14,0.15
12546,0.23,0.25
12547,0.09,0.08
12548,0.16,0.19
12549,1.01,1.09
12550,1.53,1.72
12551,10.08,10.5
12552,0.24,0.26
12553,5.31,5.62
12554,0.09,0.08
12555,0.81,0.85
12556,3.32,3.55
12557,0.2,0.24
12558,1.2,1.28
12559,0.13,0.14
12560,1.1,1.22
12561,1.62,1.75
12562,3.17,3.31
12563,2.66,2.94
12564,0.35,0.37
12565,0.21,0.23
12566,2.68,2.93
12567,1.88,1.97
12568,0.25,0.28
12569,0.09,0.06
12570,14.24,15.02
12571,1.29,1.35
12572,0.72,0.76
12573,0.11,0.12
12574,1.35,1.48
12575,0.96,1.01
12576,1.62,1.77
12577,0.09,0.08
12578,1.35,1.5
12579,0.09,0.08
12580,0.14,0.15
12581,0.08,0.06
12582,0.23,0.25
12583,18.17,18.92
12584,1.16,1.25
12585,1.06,1.11
12586,0.24,0.27
12587,0.21,0.24
12588,0.18,0.2
12589,1.54,1.66
12590,0.1,0.11
12591,2.41,2.53
12592,0.09,0.08
12593,1.29,1.46
12594,0.08,0.06
12595,1.1,1.23
12596,0.2,0.23
12597,0.11,0.13
12598,1.1,1.26
12599,0.23,0.25
12600,5.08,5.36
12601,9.6,9.82
12602,0.22,0.24
12603,0.22,0.26
12604,1.3,1.4
12605,0.52,0.56
12606,0.15,0.17
12607,2.22,2.33
12608,4.81,5.07
12609,0.53,0.57
12610,7.27,7.58
12611,3.7,3.9
12612,2.51,2.63
12613,1.48,1.55
12614,1.37,1.54
12615,0.36,0.38
12616,9.41,9.83
12617,1.06,1.19
12618,0.49,0.52
12619,0.99,1.07
12620,7.96,8.36
12621,0.1,0.11
12622,0.27,0.32
12623,3.68,3.85
12624,0.51,0.55
12625,1.01,1.06
12626,2.14,2.27
12627,6.27,6.57
12628,5.22,5.45
12629,1.23,1.32
12630,1.95,2.07
12631,0.26,0.29
12632,17.21,18.61
12633,4.58,4.78
12634,1.98,2.15
12635,0.53,0.57
12636,2.43,2.69
12637,0.92,1.1
12638,4.32,4.53
12639,0.96,1.04
12640,1.68,1.82
12641,5.5,5.8
12642,4.43,4.64
12643,2.19,2.51
12644,0.27,0.3
12645,0.21,0.23
12646,1.14,1.24
12647,0.22,0.26
12648,2.58,2.81
12649,1.92,2.07
12650,1.41,1.57
12651,5.93,6.28
12652,0.26,0.28
12653,0.22,0.24
12654,1.39,1.46
12655,15.7,16.34
12656,2.33,2.52
12657,2.1,2.2
12658,0.42,0.45
12659,0.22,0.26
12660,1.26,1.35
12661,0.09,0.08
12662,1.71,1.8
12663,4.3,4.49
12664,2.27,2.38
12665,0.09,0.08
12666,0.11,0.13
12667,0.27,0.3
12668,1.32,1.43
12669,0.25,0.27
12670,2.36,2.49
12671,5.43,5.74
12672,0.52,0.56
12673,3.43,3.61
12674,3.22,3.41
12675,3.91,4.11
12676,0.1,0.11
12677,0.09,0.08
12678,0.13,0.15
12679,0.1,0.12
12680,1.34,1.4
12681,7.32,8.25
12682,4.43,4.63
12683,1.46,1.58
12684,14.23,14.89
12685,0.15,0.17
12686,1.56,1.68
12687,1.5,1.64
12688,1.07,1.16
12689,0.25,0.3
12690,1.2,1.3
12691,0.47,0.5
12692,0.28,0.3
12693,1.39,1.51
12694,0.96,1.04
12695,1.45,1.59
12696,15.2,16.11
12697,1.62,1.71
12698,1.14,1.23
12699,1.24,1.33
12700,0.22,0.26
12701,1.29,1.4
12702,0.29,0.31
12703,0.32,0.35
12704,12.62,13.14
12705,1.38,1.5
12706,0.23,0.25
12707,0.2,0.22
12708,0.14,0.16
12709,1.96,2.45
12710,1.56,1.65
12711,0.16,0.18
12712,4.46,4.7
12713,1.94,2.06
12714,0.09,0.08
12715,0.69,0.73
12716,6.14,6.4
12717,2.01,2.11
12718,0.09,0.08
12719,0.19,0.21
12720,2.5,2.71
12721,0.26,0.32
12722,0.37,0.4
12723,0.27,0.3
12724,0.1,0.11
12725,0.26,0.29
12726,0.24,0.27
12727,2.04,2.15
12728,0.26,0.29
12729,2.72,2.86
12730,14.96,15.55
12731,0.09,0.08
12732,1.7,1.81
12733,2.06,2.24
12734,0.16,0.18
12735,0.17,0.2
12736,1.83,1.93
12737,1.68,1.83
12738,2.51,2.64
12739,7.75,8.99
12740,0.78,0.82
12741,0.19,0.22
12742,0.23,0.27
12743,2.13,2.3
12744,0.23,0.28
12745,2.81,2.94
12746,0.12,0.13
12747,0.46,0.49
12748,1.26,1.38
12749,1.42,1.58
12750,0.22,0.25
12751,6.57,6.92
12752,2.56,2.78
12753,0.3,0.37
12754,0.25,0.27
12755,0.12,0.13
12756,0.08,0.06
12757,0.23,0.25
12758,0.56,0.61
12759,0.07,0.08
12760,0.28,0.3
12761,0.55,0.59
12762,0.09,0.11
12763,2.42,2.6
12764,0.23,0.26
12765,0.06,0.06
12766,0.06,0.06
12767,0.08,0.08
12768,0.08,0.06
12769,0.06,0.06
12770,0.18,0.2
12771,1.06,1.12
12772,0.19,0.21
12773,0.08,0.11
12774,0.05,0.06
12775,0.06,0.08
12776,0.09,0.11
12777,0.57,0.63
12778,0.11,0.12
12779,0.15,0.21
12780,0.24,0.27
12781,0.12,0.14
12782,0.57,0.61
12783,0.12,0.14
12784,0.44,0.48
12785,0.12,0.17
12786,0.41,0.45
12787,0.15,0.2
12788,0.49,0.53
12789,0.22,0.24
12790,0.09,0.08
12791,0.1,0.11
12792,0.13,0.14
12793,0.06,0.06
12794,0.07,0.08
12795,0.06,0.06
12796,3.51,3.69
12797,0.42,0.45
12798,0.06,0.06
12799,0.06,0.08
12800,0.13,0.15
12801,0.09,0.08
12802,0.09,0.12
12803,0.06,0.06
12804,0.15,0.2
12805,2.96,3.24
12806,0.19,0.2
12807,0.14,0.15
12808,0.08,0.06
12809,0.14,0.16
12810,0.08,0.06
12811,0.06,0.06
12812,0.41,0.45
12813,0.05,0.06
12814,1.82,1.92
12815,3.79,4.05
12816,0.41,0.45
12817,0.1,0.13
12818,0.16,0.22
12819,0.19,0.21
12820,0.8,0.86
12821,2.65,2.82
12822,0.06,0.06
12823,0.06,0.08
12824,0.05,0.06
12825,0.22,0.24
12826,0.17,0.19
12827,0.05,0.06
12828,0.05,0.06
12829,0.06,0.06
12830,0.06,0.06
12831,0.48,0.51
12832,0.12,0.14
12833,0.06,0.06
12834,0.07,0.08
12835,0.78,0.83
12836,0.2,0.22
12837,0.05,0.06
12838,0.15,0.17
12839,0.22,0.25
12840,0.13,0.15
12841,0.07,0.06
12842,0.73,1
12843,0.11,0.13
12844,1.59,1.69
12845,0.13,0.17
12846,0.05,0.06
12847,0.21,0.24
12848,2.91,3.07
12849,0.2,0.22
12850,0.1,0.13
12851,0.42,0.47
12852,0.07,0.08
12853,0.14,0.15
12854,0.15,0.2
12855,0.3,0.32
12856,0.1,0.13
12857,0.1,0.13
12858,0.24,0.26
12859,2.13,2.27
12860,0.06,0.06
12861,0.07,0.06
12862,0.78,0.92
12863,0.06,0.06
12864,0.54,0.58
12865,0.12,0.13
12866,0.26,0.28
12867,0.44,0.47
12868,0.1,0.11
12869,0.09,0.12
12870,0.16,0.17
12871,0.07,0.08
12872,0.16,0.18
12873,3.18,3.36
12874,2.41,2.54
12875,0.05,0.06
12876,0.15,0.17
12877,2.64,2.78
12878,0.06,0.06
12879,0.75,0.93
12880,0.2,0.22
12881,0.1,0.13
12882,0.17,0.19
12883,2,2.1
12884,0.12,0.14
12885,1.67,1.77
12886,2.76,2.91
12887,0.08,0.08
12888,0.06,0.06
12889,0.07,0.06
12890,0.1,0.12
12891,0.57,0.63
12892,0.14,0.15
12893,0.06,0.06
12894,2.69,2.84
12895,0.14,0.16
12896,0.06,0.06
12897,3.48,3.68
12898,0.1,0.12
12899,0.57,0.63
12900,0.08,0.06
12901,0.53,0.59
12902,2.19,2.31
12903,3.34,3.52
12904,0.87,0.93
12905,0.12,0.13
12906,0.07,0.08
12907,0.23,0.26
12908,0.06,0.06
12909,0.53,0.58
12910,0.15,0.2
12911,0.08,0.08
12912,0.05,0.06
12913,0.08,0.08
12914,0.19,0.21
12915,0.42,0.46
12916,0.12,0.13
12917,0.16,0.22
12918,0.16,0.22
12919,0.14,0.16
12920,2.88,3.03
12921,0.18,0.2
12922,0.05,0.06
12923,3.1,3.26
12924,0.11,0.13
12925,1.65,1.75
12926,0.09,0.12
12927,0.06,0.06
12928,0.13,0.15
12929,0.13,0.15
12930,0.17,0.23
12931,0.08,0.08
12932,0.22,0.24
12933,0.06,0.06
12934,0.12,0.14
12935,0.45,0.51
12936,0.24,0.27
12937,0.16,0.18
12938,0.11,0.15
12939,2.6,2.75
12940,0.1,0.13
12941,0.34,0.37
12942,0.2,0.22
12943,0.08,0.06
12944,0.47,0.5
12945,2.33,2.46
12946,0.27,0.29
12947,0.1,0.13
12948,0.06,0.06
12949,0.13,0.15
12950,0.05,0.06
12951,2.17,2.3
12952,0.09,0.11
12953,0.21,0.23
12954,0.16,0.18
12955,0.06,0.06
12956,0.12,0.13
12957,0.92,0.98
12958,0.17,0.22
12959,0.38,0.41
12960,0.06,0.06
12961,0.06,0.06
12962,0.09,0.08
12963,0.09,0.11
12964,0.76,0.99
12965,3.7,3.9
12966,0.15,0.2
12967,0.06,0.08
12968,1.14,1.21
12969,0.15,0.2
12970,0.15,0.16
12971,0.46,0.49
12972,0.69,0.74
12973,0.4,0.43
12974,0.13,0.17
12975,0.55,0.62
12976,0.05,0.06
12977,0.6,0.64
12978,0.49,0.71
12979,1.7,1.8
12980,0.35,0.38
12981,0.18,0.2
12982,0.41,0.44
12983,0.13,0.14
12984,0.12,0.13
12985,0.13,0.17
12986,0.21,0.23
12987,0.87,0.98
12988,1.92,2.18
12989,0.13,0.15
12990,0.07,0.08
12991,1.51,1.6
12992,0.1,0.13
12993,0.14,0.16
12994,0.15,0.16
12995,0.07,0.06
12996,0.06,0.08
12997,0.14,0.16
12998,2.5,2.64
12999,0.13,0.15
13000,0.13,0.17
13001,0.14,0.16
13002,0.07,0.08
13003,0.81,0.94
13004,0.1,0.13
13005,0.27,0.38
13006,0.1,0.13
13007,0.05,0.06
13008,0.72,0.77
13009,0.1,0.13
13010,0.08,0.06
13011,0.25,0.28
13012,0.32,0.35
13013,0.08,0.08
13014,0.06,0.06
13015,0.12,0.13
13016,3.24,3.41
13017,0.07,0.08
13018,0.41,0.44
13019,0.13,0.15
13020,0.08,0.08
13021,0.06,0.08
13022,0.16,0.18
13023,0.06,0.08
13024,0.13,0.14
13025,0.14,0.16
13026,0.05,0.06
13027,0.12,0.14
13028,0.1,0.11
13029,0.07,0.06
13030,0.1,0.13
13031,0.13,0.16
13032,0.49,0.56
13033,0.57,0.62
13034,2.85,3.04
13035,0.12,0.14
13036,0.06,0.06
13037,0.75,0.8
13038,0.06,0.06
13039,2.98,3.16
13040,3.12,3.33
13041,0.06,0.08
13042,0.06,0.08
13043,0.63,0.67
13044,1.41,1.5
13045,0.12,0.14
13046,0.06,0.08
13047,0.06,0.06
13048,0.13,0.14
13049,0.14,0.18
13050,0.06,0.06
13051,0.08,0.06
13052,0.06,0.08
13053,0.13,0.15
13054,0.09,0.12
13055,0.29,0.31
13056,0.06,0.08
13057,0.84,0.96
13058,0.49,0.54
13059,3.93,4.16
13060,0.13,0.15
13061,0.06,0.06
13062,0.12,0.13
13063,0.17,0.18
13064,0.25,0.27
13065,0.14,0.16
13066,0.06,0.06
13067,0.08,0.06
13068,0.17,0.24
13069,0.14,0.19
13070,0.1,0.13
13071,0.52,0.55
13072,0.08,0.08
13073,0.99,1.05
13074,0.66,0.71
13075,0.83,0.89
13076,0.15,0.2
13077,0.51,0.56
13078,0.06,0.06
13079,0.13,0.14
13080,0.14,0.15
13081,0.08,0.08
13082,0.11,0.12
13083,0.16,0.21
13084,0.13,0.17
13085,0.06,0.08
13086,0.09,0.08
13087,0.12,0.13
13088,0.1,0.13
13089,0.12,0.14
13090,0.07,0.08
13091,0.07,0.08
13092,0.13,0.14
13093,0.37,0.4
13094,0.1,0.12
13095,0.14,0.16
13096,1.32,1.4
13097,0.07,0.08
13098,1.33,1.54
13099,0.06,0.06
13100,0.08,0.08
13101,0.92,1.05
13102,0.14,0.16
13103,3.75,3.97
13104,0.14,0.16
13105,0.25,0.28
13106,0.06,0.08
13107,1.06,1.21
13108,1.66,1.77
13109,0.17,0.19
13110,1.23,1.3
13111,0.07,0.06
13112,0.08,0.06
13113,3.62,3.83
13114,2.9,3.07
13115,0.05,0.06
13116,0.15,0.17
13117,0.07,0.08
13118,0.15,0.19
13119,0.31,0.34
13120,0.13,0.17
13121,2.68,2.84
13122,0.07,0.08
13123,1.54,1.62
13124,0.05,0.06
13125,0.6,0.65
13126,0.35,0.4
13127,2.22,2.34
13128,0.33,0.38
13129,0.3,0.38
13130,0.13,0.16
13131,0.14,0.17
13132,0.36,0.43
13133,0.37,0.45
13134,0.42,0.48
13135,0.24,0.32
13136,0.2,0.23
13137,0.16,0.18
13138,0.13,0.15
13139,0.12,0.14
13140,2.43,2.55
13141,0.13,0.17
13142,0.11,0.13
13143,0.46,0.54
13144,3.05,3.22
13145,0.59,0.64
13146,0.26,0.32
13147,0.06,0.06
13148,0.14,0.18
13149,0.47,0.5
13150,0.07,0.06
13151,0.45,0.49
13152,0.09,0.08
13153,0.14,0.17
13154,0.11,0.13
13155,0.5,0.55
13156,0.12,0.16
13157,0.07,0.06
13158,0.18,0.19
13159,0.18,0.2
13160,0.05,0.06
13161,0.05,0.06
13162,0.61,0.67
13163,0.5,0.54
13164,0.51,0.57
13165,0.14,0.16
13166,0.14,0.17
13167,0.17,0.19
13168,0.19,0.21
13169,0.23,0.25
13170,1.45,1.54
13171,0.13,0.15
13172,0.12,0.15
13173,0.48,0.53
13174,0.35,0.4
13175,0.13,0.16
13176,0.89,0.97
13177,0.58,0.63
13178,0.37,0.45
13179,0.1,0.12
13180,0.38,0.41
13181,0.88,0.93
13182,0.4,0.43
13183,0.6,0.65
13184,0.2,0.23
13185,0.34,0.43
13186,0.07,0.08
13187,0.19,0.22
13188,0.07,0.08
13189,0.17,0.18
13190,0.13,0.15
13191,0.4,0.46
13192,2.46,2.59
13193,0.61,0.66
13194,0.08,0.06
13195,1.63,1.72
13196,2.04,2.14
13197,2.53,2.7
13198,0.52,0.57
13199,0.13,0.15
13200,0.13,0.15
13201,3.13,3.41
13202,0.13,0.16
13203,0.54,0.59
13204,0.08,0.06
13205,0.13,0.15
13206,0.13,0.16
13207,0.14,0.18
13208,0.11,0.14
13209,0.34,0.37
13210,0.12,0.14
13211,1.38,1.46
13212,0.41,0.45
13213,0.34,0.4
13214,0.59,0.64
13215,0.13,0.14
13216,0.1,0.11
13217,0.76,0.8
13218,0.86,0.96
13219,0.1,0.11
13220,0.52,0.57
13221,0.06,0.06
13222,0.08,0.06
13223,0.23,0.28
13224,0.17,0.2
13225,0.05,0.06
13226,1.18,1.36
13227,0.93,0.98
13228,0.36,0.41
13229,0.13,0.16
13230,0.35,0.38
13231,0.29,0.31
13232,0.09,0.08
13233,0.36,0.42
13234,0.35,0.41
13235,0.14,0.16
13236,2.94,3.1
13237,3.03,3.19
13238,0.24,0.3
13239,2.86,3.01
13240,0.08,0.08
13241,0.05,0.06
13242,0.33,0.36
13243,0.13,0.15
13244,0.14,0.17
13245,0.32,0.35
13246,0.13,0.17
13247,0.66,0.71
13248,0.65,0.69
13249,0.68,0.8
13250,0.15,0.17
13251,0.12,0.14
13252,0.81,0.92
13253,0.14,0.18
13254,0.19,0.2
13255,0.13,0.16
13256,0.17,0.19
13257,0.38,0.44
13258,0.42,0.46
13259,0.09,0.12
13260,0.14,0.15
13261,0.1,0.11
13262,0.49,0.52
13263,0.41,0.45
13264,0.61,0.66
13265,0.44,0.47
13266,0.17,0.23
13267,0.1,0.12
13268,0.07,0.08
13269,0.48,0.53
13270,0.2,0.23
13271,0.11,0.14
13272,0.14,0.17
13273,0.15,0.17
13274,1.1,1.16
13275,0.18,0.21
13276,0.27,0.3
13277,0.47,0.54
13278,0.11,0.13
13279,0.57,0.69
13280,0.14,0.16
13281,0.34,0.39
13282,0.07,0.08
13283,0.06,0.08
13284,0.07,0.08
13285,0.8,0.84
13286,0.05,0.06
13287,0.21,0.28
13288,0.23,0.28
13289,2.85,3.03
13290,0.11,0.13
13291,0.05,0.06
13292,0.05,0.06
13293,0.13,0.15
13294,0.19,0.21
13295,0.12,0.14
13296,0.39,0.43
13297,0.05,0.06
13298,0.55,0.62
13299,0.36,0.43
13300,0.18,0.21
13301,0.49,0.55
13302,0.33,0.38
13303,0.11,0.14
13304,0.76,0.87
13305,0.45,0.49
13306,0.25,0.31
13307,1.04,1.1
13308,1.32,1.4
13309,0.05,0.06
13310,0.13,0.15
13311,0.14,0.16
13312,0.05,0.06
13313,0.08,0.06
13314,0.65,0.71
13315,0.37,0.43
13316,0.08,0.06
13317,1.93,2.21
13318,0.25,0.28
13319,0.06,0.06
13320,0.11,0.14
13321,0.58,0.62
13322,0.36,0.42
13323,0.37,0.42
13324,0.26,0.33
13325,0.06,0.06
13326,0.13,0.15
13327,0.12,0.14
13328,0.2,0.24
13329,0.05,0.06
13330,0.09,0.11
13331,0.05,0.06
13332,0.47,0.51
13333,0.26,0.29
13334,0.2,0.23
13335,0.25,0.27
13336,0.1,0.11
13337,0.68,0.73
13338,0.51,0.55
13339,0.25,0.31
13340,0.26,0.33
13341,0.22,0.24
13342,3.82,4.08
13343,0.08,0.06
13344,0.13,0.16
13345,0.72,0.76
13346,0.25,0.32
13347,0.52,0.57
13348,1.16,1.22
13349,0.31,0.34
13350,0.07,0.08
13351,0.14,0.17
13352,0.08,0.08
13353,0.36,0.39
13354,0.07,0.08
13355,0.13,0.15
13356,0.43,0.47
13357,0.89,0.97
13358,0.63,0.69
13359,0.15,0.16
13360,0.05,0.06
13361,0.36,0.42
13362,0.09,0.08
13363,0.51,0.56
13364,0.49,0.54
13365,0.13,0.15
13366,0.36,0.41
13367,0.15,0.2
13368,0.13,0.15
13369,0.33,0.38
13370,0.24,0.26
13371,0.13,0.15
13372,1.22,1.28
13373,0.16,0.17
13374,0.05,0.06
13375,0.37,0.44
13376,0.08,0.06
13377,0.28,0.3
13378,0.62,0.67
13379,1.88,1.98
13380,0.13,0.17
13381,0.36,0.41
13382,0.52,0.58
13383,0.08,0.08
13384,0.05,0.06
13385,0.13,0.14
13386,0.56,0.62
13387,0.14,0.17
13388,0.12,0.16
13389,0.12,0.14
13390,0.64,0.69
13391,0.14,0.17
13392,0.15,0.19
13393,0.16,0.18
13394,0.36,0.41
13395,1.74,1.84
13396,0.53,0.57
13397,0.06,0.06
13398,0.13,0.15
13399,3.21,3.39
13400,0.05,0.06
13401,0.14,0.17
13402,0.06,0.06
13403,0.16,0.18
13404,0.05,0.06
13405,0.36,0.43
13406,0.14,0.17
13407,0.98,1.04
13408,0.2,0.22
13409,0.61,0.65
13410,0.58,0.65
13411,0.09,0.11
13412,0.12,0.14
13413,0.39,0.42
13414,0.13,0.16
13415,0.56,0.6
13416,0.63,0.67
13417,0.6,0.65
13418,0.3,0.32
13419,0.11,0.14
13420,0.55,0.6
13421,3.81,4.04
13422,0.39,0.44
13423,0.13,0.15
13424,0.14,0.18
13425,3.53,3.73
13426,0.12,0.15
13427,0.12,0.14
13428,0.06,0.06
13429,0.08,0.08
13430,0.1,0.12
13431,0.12,0.13
13432,0.06,0.06
13433,0.92,1.03
13434,1.27,1.34
13435,0.07,0.08
13436,0.12,0.15
13437,0.11,0.13
13438,0.18,0.2
13439,0.09,0.08
13440,0.5,0.56
13441,0.06,0.06
13442,0.18,0.2
13443,0.65,0.71
13444,0.21,0.23
13445,0.08,0.06
13446,0.15,0.16
13447,0.16,0.17
13448,0.05,0.06
13449,0.13,0.14
13450,0.36,0.42
13451,0.05,0.06
13452,0.12,0.14
13453,0.13,0.14
13454,0.36,0.45
13455,0.22,0.24
13456,2.26,2.42
13457,0.06,0.08
13458,0.13,0.15
13459,0.35,0.41
13460,0.2,0.22
13461,0.15,0.2
13462,2.27,2.41
13463,0.14,0.17
13464,0.13,0.17
13465,0.06,0.06
13466,0.05,0.06
13467,0.38,0.42
13468,0.11,0.14
13469,0.19,0.22
13470,0.12,0.14
13471,0.12,0.14
13472,0.15,0.2
13473,0.11,0.12
13474,0.84,0.89
13475,0.2,0.22
13476,0.44,0.51
13477,0.05,0.06
13478,0.12,0.14
13479,2.65,2.78
13480,0.05,0.06
13481,0.12,0.14
13482,0.15,0.17
13483,0.17,0.19
13484,0.05,0.06
13485,0.05,0.05
13486,0.1,0.12
13487,0.06,0.06
13488,0.13,0.17
13489,0.04,0.05
13490,0.07,0.08
13491,0.31,0.34
13492,1.67,1.85
13493,0.98,1.04
13494,0.09,0.08
13495,0.05,0.06
13496,0.13,0.17
13497,0.04,0.05
13498,0.04,0.05
13499,0.12,0.15
13500,0.09,0.08
13501,6.79,7.08
13502,0.07,0.08
13503,0.47,0.5
13504,0.36,0.39
13505,0.48,0.62
13506,0.08,0.08
13507,2.45,2.59
13508,4.98,5.22
13509,0.14,0.17
13510,0.06,0.06
13511,0.06,0.06
13512,4.02,4.2
13513,0.83,0.88
13514,0.04,0.05
13515,0.23,0.29
13516,1.9,2
13517,0.05,0.05
13518,3.25,3.48
13519,1.66,1.76
13520,0.11,0.13
13521,2.05,2.17
13522,0.1,0.13
13523,0.04,0.05
13524,0.56,0.6
13525,0.07,0.08
13526,0.09,0.08
13527,0.04,0.05
13528,0.13,0.15
13529,0.07,0.08
13530,0.09,0.08
13531,0.79,0.84
13532,0.06,0.06
13533,4.71,4.92
13534,0.09,0.11
13535,2.52,2.65
13536,0.12,0.15
13537,0.11,0.14
13538,0.1,0.12
13539,0.07,0.08
13540,2.16,2.28
13541,0.16,0.21
13542,0.13,0.16
13543,1.92,2.02
13544,10.74,11.2
13545,0.09,0.08
13546,0.12,0.15
13547,0.08,0.06
13548,0.1,0.11
13549,0.88,0.93
13550,0.2,0.25
13551,0.08,0.06
13552,0.12,0.15
13553,1.44,1.52
13554,2.45,2.61
13555,2.63,2.79
13556,0.07,0.08
13557,0.04,0.05
13558,0.04,0.05
13559,0.11,0.13
13560,0.11,0.13
13561,0.14,0.18
13562,0.05,0.05
13563,1.25,1.54
13564,0.12,0.16
13565,0.09,0.11
13566,0.06,0.06
13567,0.05,0.05
13568,0.09,0.11
13569,0.13,0.16
13570,0.11,0.13
13571,0.06,0.08
13572,0.09,0.08
13573,1.02,1.08
13574,0.11,0.13
13575,2.35,2.52
13576,2.24,2.35
13577,1.14,1.28
13578,3.03,3.17
13579,0.2,0.27
13580,0.09,0.08
13581,0.93,0.98
13582,3.24,3.43
13583,0.38,0.4
13584,0.1,0.12
13585,1.8,1.9
13586,0.09,0.12
13587,3.18,3.42
13588,0.09,0.11
13589,0.09,0.08
13590,7.86,8.38
13591,0.1,0.12
13592,1.34,1.42
13593,0.13,0.16
13594,3.04,3.18
13595,0.42,0.57
13596,0.12,0.14
13597,0.14,0.18
13598,0.13,0.17
13599,0.1,0.12
13600,3.47,3.63
13601,1.03,1.1
13602,1.78,1.87
13603,2.31,2.5
13604,0.09,0.08
13605,0.04,0.05
13606,0.04,0.05
13607,0.04,0.05
13608,2.36,2.5
13609,0.13,0.16
13610,1.82,2.11
13611,2.04,2.15
13612,0.06,0.06
13613,0.07,0.08
13614,0.09,0.08
13615,0.05,0.06
13616,0.04,0.05
13617,0.46,0.49
13618,0.1,0.11
13619,0.21,0.26
13620,0.68,0.72
13621,1.86,1.99
13622,1.97,2.13
13623,0.05,0.06
13624,0.75,0.79
13625,0.09,0.08
13626,6.11,6.4
13627,0.09,0.11
13628,0.2,0.25
13629,15.29,16.09
13630,1.93,2.04
13631,3.43,3.59
13632,0.07,0.08
13633,0.09,0.11
13634,0.51,0.54
13635,2.46,2.63
13636,2.04,2.14
13637,2.61,2.84
13638,0.93,0.99
13639,0.34,0.36
13640,0.11,0.13
13641,2.46,2.58
13642,2.07,2.19
13643,2.12,2.23
13644,1.64,1.73
13645,0.49,0.52
13646,0.07,0.06
13647,0.12,0.15
13648,0.1,0.11
13649,2.82,2.95
13650,0.35,0.37
13651,0.11,0.13
13652,1.79,1.89
13653,1.85,1.96
13654,0.14,0.18
13655,0.08,0.06
13656,1.08,1.15
13657,0.07,0.08
13658,0.13,0.15
13659,2.69,2.81
13660,2.61,2.87
13661,7.55,7.93
13662,1.09,1.15
13663,0.07,0.08
13664,14.03,14.64
13665,1.35,1.43
13666,0.1,0.12
13667,0.06,0.06
13668,2.46,2.61
13669,0.04,0.05
13670,0.11,0.13
13671,0.13,0.16
13672,1.1,1.19
13673,1.2,1.28
