id,flow1,flow2
4498,6.42,6.74
4499,0.08,0.06
4500,0.1,0.13
4501,0.76,0.86
4502,7.63,8.01
4503,0.06,0.06
4504,0.06,0.06
4505,0.05,0.06
4506,0.56,0.6
4507,0.19,0.22
4508,0.72,0.76
4509,0.06,0.06
4510,0.07,0.08
4511,0.06,0.06
4512,0.08,0.08
4513,1.28,1.86
4514,0.05,0.06
4515,0.53,0.57
4516,0.06,0.06
4517,0.47,0.51
4518,0.56,0.61
4519,0.05,0.06
4520,0.8,0.89
4521,0.06,0.06
4522,0.05,0.06
4523,0.09,0.11
4524,0.09,0.12
4525,0.14,0.16
4526,0.06,0.06
4527,0.08,0.06
4528,0.16,0.2
4529,0.05,0.06
4530,0.09,0.08
4531,0.05,0.05
4532,0.1,0.13
4533,1.11,1.18
4534,0.08,0.06
4535,0.06,0.06
4536,0.09,0.11
4537,5.42,5.64
4538,0.06,0.06
4539,0.09,0.12
4540,0.1,0.12
4541,0.08,0.08
4542,0.19,0.23
4543,0.13,0.15
4544,0.63,0.67
4545,0.06,0.06
4546,0.06,0.06
4547,0.06,0.06
4548,0.05,0.06
4549,0.06,0.06
4550,0.07,0.08
4551,0.08,0.06
4552,0.52,0.55
4553,0.09,0.11
4554,0.15,0.17
4555,0.1,0.13
4556,0.72,0.79
4557,0.05,0.06
4558,0.06,0.06
4559,13.9,14.71
4560,0.05,0.06
4561,0.6,0.67
4562,0.05,0.06
4563,0.05,0.06
4564,0.2,0.26
4565,0.61,0.69
4566,0.15,0.17
4567,0.15,0.18
4568,0.09,0.11
4569,0.63,0.71
4570,0.19,0.24
4571,0.07,0.06
4572,0.05,0.06
4573,1.38,1.44
4574,0.05,0.06
4575,1.8,1.89
4576,0.08,0.06
4577,0.08,0.06
4578,0.09,0.11
4579,7.87,8.19
4580,0.05,0.06
4581,0.7,0.78
4582,0.08,0.06
4583,2.92,3.05
4584,0.08,0.08
4585,0.09,0.12
4586,1.22,1.29
4587,0.05,0.06
4588,0.08,0.06
4589,0.05,0.06
4590,8.56,9.08
4591,0.06,0.06
4592,0.05,0.06
4593,0.06,0.06
4594,0.75,0.82
4595,0.06,0.06
4596,0.05,0.06
4597,0.19,0.23
4598,0.09,0.11
4599,2.38,2.5
4600,0.07,0.06
4601,0.1,0.13
4602,0.58,0.68
4603,0.2,0.25
4604,0.07,0.08
4605,0.66,0.73
4606,0.09,0.11
4607,0.14,0.16
4608,0.54,0.59
4609,0.06,0.06
4610,1.07,1.13
4611,0.69,0.75
4612,0.69,0.77
4613,0.05,0.06
4614,2.63,2.76
4615,0.06,0.06
4616,0.06,0.06
4617,0.06,0.06
4618,0.56,0.61
4619,0.06,0.06
4620,0.09,0.12
4621,0.65,0.69
4622,0.72,0.79
4623,0.05,0.06
4624,0.59,0.62
4625,0.17,0.2
4626,9.85,10.26
4627,0.07,0.08
4628,0.08,0.06
4629,0.33,0.42
4630,0.07,0.08
4631,0.28,0.36
4632,0.51,0.55
4633,0.06,0.06
4634,0.11,0.15
4635,8.63,9.03
4636,0.77,0.84
4637,0.08,0.06
4638,0.93,0.98
4639,0.06,0.06
4640,0.09,0.08
4641,0.06,0.08
4642,0.09,0.11
4643,0.16,0.18
4644,0.48,0.51
4645,0.78,0.85
4646,0.61,0.67
4647,0.62,0.65
4648,4.61,4.81
4649,0.06,0.06
4650,0.56,0.66
4651,0.06,0.06
4652,0.18,0.24
4653,4.01,4.2
4654,0.18,0.21
4655,1.3,1.36
4656,0.06,0.06
4657,0.05,0.06
4658,9.25,9.72
4659,0.09,0.12
4660,0.62,0.68
4661,9.46,9.93
4662,0.07,0.08
4663,0.08,0.06
4664,0.13,0.15
4665,0.21,0.28
4666,4.07,4.25
4667,0.16,0.21
4668,0.66,0.74
4669,0.08,0.06
4670,0.21,0.27
4671,0.51,0.56
4672,0.56,0.61
4673,0.08,0.08
4674,0.06,0.06
4675,0.29,0.37
4676,5.46,5.72
4677,0.06,0.06
4678,0.62,0.69
4679,0.59,0.65
4680,0.06,0.06
4681,0.06,0.06
4682,0.06,0.06
4683,0.05,0.06
4684,0.05,0.06
4685,0.78,0.85
4686,0.2,0.24
4687,0.79,0.89
4688,0.08,0.06
4689,0.12,0.17
4690,0.13,0.16
4691,0.08,0.06
4692,0.15,0.18
4693,0.18,0.22
4694,0.05,0.06
4695,0.71,0.76
4696,0.05,0.06
4697,0.64,0.72
4698,0.21,0.28
4699,0.06,0.08
4700,1.56,1.63
4701,0.09,0.11
4702,5.31,5.55
4703,0.07,0.06
4704,0.46,0.59
4705,0.52,0.64
4706,0.66,0.74
4707,0.26,0.33
4708,0.8,0.84
4709,0.84,0.88
4710,0.53,0.58
4711,0.05,0.06
4712,11.5,12.1
4713,0.55,0.6
4714,0.09,0.12
4715,0.5,0.54
4716,6.47,6.74
4717,1.44,1.52
4718,0.36,0.38
4719,1.22,1.3
4720,1.09,1.16
4721,1.14,1.21
4722,1.09,1.16
4723,1.32,1.41
4724,6.91,7.25
4725,0.14,0.16
4726,0.15,0.16
4727,1.94,2.03
4728,0.14,0.15
4729,1.59,1.73
4730,1.99,2.12
4731,0.84,0.94
4732,0.27,0.29
4733,0.13,0.15
4734,1.86,1.98
4735,1.41,1.53
4736,0.67,0.83
4737,1.33,1.41
4738,1.23,1.33
4739,1.29,1.36
4740,1.35,1.51
4741,6.22,6.52
4742,1.37,1.44
4743,1.39,1.51
4744,1.4,1.5
4745,0.17,0.19
4746,0.15,0.16
4747,0.98,1.07
4748,2.84,2.98
4749,0.51,0.55
4750,0.73,0.81
4751,7.02,7.4
4752,0.39,0.42
4753,0.12,0.13
4754,0.16,0.18
4755,0.7,0.75
4756,5.44,5.7
4757,1.69,1.8
4758,1.31,1.42
4759,1.03,1.14
4760,0.12,0.13
4761,1.67,1.8
4762,0.81,0.86
4763,0.25,0.27
4764,1.26,1.34
4765,1.42,1.51
4766,1.4,1.49
4767,0.18,0.2
4768,0.19,0.21
4769,1.98,2.11
4770,4.31,4.54
4771,1.32,1.4
4772,0.46,0.53
4773,3.06,3.25
4774,0.87,0.92
4775,1.4,1.49
4776,1.32,1.4
4777,0.14,0.15
4778,0.15,0.17
4779,1.07,1.17
4780,1.86,1.97
4781,1.94,2.07
4782,0.47,0.52
4783,0.12,0.14
4784,0.23,0.25
4785,1.14,1.21
4786,0.15,0.17
4787,1.24,1.33
4788,0.26,0.28
4789,1.65,1.76
4790,0.14,0.16
4791,1.03,1.09
4792,4.74,4.96
4793,0.92,1.01
4794,0.93,1.02
4795,0.58,0.63
4796,1.02,1.09
4797,0.43,0.47
4798,0.89,0.94
4799,0.91,0.97
4800,3.14,3.3
4801,0.73,0.77
4802,3.48,3.76
4803,1,1.08
4804,0.13,0.14
4805,0.65,0.69
4806,2.27,2.42
4807,6.47,6.85
4808,6.38,6.73
4809,1.21,1.29
4810,1.17,1.24
4811,0.46,0.5
4812,0.77,0.82
4813,1.19,1.27
4814,1.02,1.09
4815,0.42,0.49
4816,4.78,5.03
4817,0.14,0.16
4818,1.5,1.59
4819,0.13,0.15
4820,1.43,1.52
4821,1.5,1.6
4822,3.87,4.07
4823,1.09,1.16
4824,0.69,0.74
4825,1.34,1.42
4826,0.77,0.82
4827,1.57,1.68
4828,0.12,0.14
4829,1.08,1.16
4830,0.14,0.16
4831,1.02,1.08
4832,0.91,0.97
4833,0.21,0.23
4834,1.18,1.39
4835,0.96,1.02
4836,3.2,3.38
4837,1.47,1.58
4838,1.11,1.18
4839,1.69,1.85
4840,0.95,1.01
4841,0.81,0.86
4842,6.82,7.24
4843,1.02,1.1
4844,0.2,0.22
4845,0.85,0.9
4846,1.76,1.85
4847,0.12,0.13
4848,0.99,1.1
4849,1.76,1.9
4850,0.77,0.82
4851,0.9,0.96
4852,1.2,1.26
4853,2.13,2.26
4854,3.58,3.75
4855,1.14,1.22
4856,1.07,1.16
4857,0.49,0.54
4858,0.69,0.75
4859,5.06,5.34
4860,1.2,1.28
4861,1.58,1.68
4862,1.13,1.25
4863,0.19,0.21
4864,1.19,1.33
4865,2.12,2.22
4866,0.17,0.18
4867,0.16,0.17
4868,1.44,1.54
4869,0.46,0.51
4870,0.71,0.77
4871,0.49,0.54
4872,0.69,0.75
4873,0.15,0.17
4874,0.91,0.97
4875,0.75,0.8
4876,1.44,1.51
4877,0.49,0.52
4878,1.38,1.49
4879,0.24,0.26
4880,0.12,0.13
4881,1.54,1.64
4882,0.66,0.7
4883,0.4,0.43
4884,0.98,1.04
4885,0.59,0.63
4886,0.18,0.2
4887,0.83,0.89
4888,1.53,1.65
4889,1.46,1.56
4890,1.87,2.07
4891,1.33,1.46
4892,2.65,2.78
4893,1.4,1.49
4894,1.74,1.85
4895,0.86,0.91
4896,1.97,2.09
4897,1.16,1.23
4898,1,1.08
4899,2.3,2.42
4900,0.37,0.4
4901,1.62,1.72
4902,1.08,1.16
4903,0.24,0.3
4904,1.14,1.27
4905,2.11,2.22
4906,1.06,1.15
4907,1.01,1.09
4908,1.64,1.74
4909,0.17,0.21
4910,0.68,0.73
4911,0.77,0.82
4912,0.74,0.79
4913,2.05,2.15
4914,0.13,0.15
4915,2.36,2.52
4916,0.34,0.37
4917,1.32,1.44
4918,0.16,0.18
4919,0.8,0.85
4920,1.5,1.59
4921,0.73,0.77
4922,2.48,2.6
4923,1.01,1.08
4924,1.12,1.21
4925,0.99,1.06
4926,0.88,0.95
4927,1.15,1.24
4928,1.18,1.27
4929,2.05,2.18
4930,1.47,1.6
4931,1.26,1.33
4932,0.7,0.81
4933,0.7,0.75
4934,0.2,0.22
4935,1.59,1.7
4936,0.45,0.51
4937,0.59,0.64
4938,1.67,1.77
4939,1.49,1.56
4940,0.18,0.2
4941,0.74,0.81
4942,5.99,6.34
4943,1.17,1.26
4944,2.28,2.46
4945,1.16,1.25
4946,0.14,0.16
4947,3.54,3.86
4948,0.58,0.64
4949,1.25,1.36
4950,0.96,1.03
4951,0.62,0.67
4952,1.57,1.67
4953,1.03,1.1
4954,4.12,4.32
4955,0.62,0.67
4956,1.08,1.16
4957,1.34,1.42
4958,1.16,1.24
4959,1.54,1.65
4960,1.93,2.02
4961,1.08,1.16
4962,1.08,1.14
4963,0.71,0.77
4964,0.69,0.74
4965,0.47,0.53
4966,1.24,1.32
4967,4.93,5.23
4968,0.29,0.32
4969,1.08,1.16
4970,1.59,1.7
4971,0.25,0.27
4972,1.77,1.95
4973,1.39,1.49
4974,1.82,1.93
4975,1.06,1.13
4976,0.96,1.02
4977,1.09,1.16
4978,2.22,2.33
4979,1.07,1.16
4980,1.02,1.11
4981,0.13,0.15
4982,0.72,0.77
4983,1.44,1.56
4984,2.3,2.55
4985,0.17,0.19
4986,0.69,0.75
4987,0.15,0.16
4988,0.45,0.49
4989,0.28,0.3
4990,0.48,0.53
4991,1.48,1.6
4992,0.54,0.58
4993,0.15,0.17
4994,0.89,0.97
4995,1.6,1.74
4996,0.21,0.23
4997,1.06,1.14
4998,0.38,0.44
4999,0.97,1.03
5000,0.57,0.6
5001,1.72,1.82
5002,0.6,0.67
5003,0.85,0.92
5004,0.2,0.21
5005,0.73,0.78
5006,1.11,1.2
5007,0.69,0.74
5008,0.61,0.66
5009,0.88,0.98
5010,1.25,1.33
5011,1.51,1.58
5012,0.33,0.35
5013,0.12,0.14
5014,0.83,0.88
5015,0.63,0.71
5016,0.84,0.98
5017,0.91,0.98
5018,1.56,1.68
5019,0.13,0.15
5020,1.92,2.06
5021,1.39,1.47
5022,0.91,0.97
5023,0.44,0.47
5024,0.49,0.55
5025,0.86,0.92
5026,3.42,3.59
5027,1.16,1.24
5028,0.13,0.14
5029,0.8,0.87
5030,0.14,0.15
5031,1.2,1.27
5032,0.8,0.89
5033,0.96,1.03
5034,1.62,1.7
5035,4.41,4.71
5036,0.71,0.76
5037,1.07,1.15
5038,0.97,1.03
5039,0.49,0.54
5040,1.42,1.53
5041,0.75,0.81
5042,2.15,2.25
5043,1.26,1.37
5044,0.8,0.85
5045,1.02,1.08
5046,0.22,0.24
5047,1.96,2.11
5048,1.13,1.21
5049,0.32,0.34
5050,2.22,2.32
5051,1.6,1.68
5052,1.02,1.16
5053,1.71,1.79
5054,1.08,1.15
5055,0.12,0.13
5056,0.23,0.25
5057,0.3,0.33
5058,1.25,1.32
5059,1.82,1.9
5060,0.61,0.66
5061,5.19,5.59
5062,0.42,0.45
5063,1.89,2
5064,0.44,0.48
5065,1.49,1.58
5066,0.97,1.04
5067,0.6,0.65
5068,0.89,0.97
5069,0.14,0.16
5070,0.22,0.24
5071,1.08,1.17
5072,0.14,0.15
5073,0.15,0.17
5074,1.11,1.19
5075,0.31,0.38
5076,1.05,1.14
5077,3.59,3.78
5078,1.07,1.16
5079,1.22,1.3
5080,7,7.39
5081,0.15,0.16
5082,0.08,0.06
5083,2.09,2.21
5084,0.5,0.54
5085,1.77,1.89
5086,1.72,1.86
5087,0.32,0.35
5088,0.98,1.03
5089,0.95,1.01
5090,0.07,0.08
5091,1.68,1.78
5092,0.48,0.54
5093,0.74,0.79
5094,0.08,0.06
5095,0.06,0.06
5096,1.87,2.01
5097,0.15,0.18
5098,0.39,0.42
5099,0.68,0.75
5100,0.77,0.81
5101,2.11,2.23
5102,1.87,1.97
5103,0.43,0.46
5104,0.17,0.2
5105,0.56,0.6
5106,0.5,0.58
5107,0.82,0.87
5108,1.19,1.26
5109,0.58,0.62
5110,3.83,4.06
5111,0.48,0.54
5112,0.06,0.06
5113,1.94,2.07
5114,0.06,0.06
5115,0.18,0.21
5116,0.48,0.54
5117,1.31,1.44
5118,0.17,0.2
5119,0.83,0.89
5120,0.5,0.56
5121,0.46,0.5
5122,1.81,1.96
5123,0.12,0.13
5124,0.14,0.16
5125,0.4,0.43
5126,0.06,0.06
5127,1.22,1.34
5128,0.33,0.37
5129,0.19,0.23
5130,0.49,0.57
5131,1.43,1.52
5132,2.25,2.39
5133,3.62,3.85
5134,0.15,0.17
5135,1.28,1.34
5136,2.34,2.5
5137,0.61,0.64
5138,3.32,3.5
5139,0.11,0.12
5140,0.36,0.4
5141,0.06,0.06
5142,0.1,0.11
5143,0.06,0.06
5144,0.06,0.06
5145,0.17,0.21
5146,0.09,0.11
5147,0.51,0.58
5148,0.61,0.75
5149,0.09,0.08
5150,0.52,0.55
5151,2.46,2.63
5152,0.54,0.58
5153,0.91,1.01
5154,0.06,0.06
5155,0.15,0.18
5156,1.55,1.64
5157,0.43,0.54
5158,1.06,1.14
5159,0.12,0.14
5160,0.88,0.94
5161,0.16,0.2
5162,0.15,0.18
5163,0.16,0.2
5164,0.75,0.81
5165,0.18,0.24
5166,0.34,0.37
5167,0.27,0.3
5168,0.16,0.19
5169,1.75,1.87
5170,0.06,0.06
5171,0.81,0.87
5172,0.06,0.06
5173,1.49,1.56
5174,0.44,0.47
5175,1.12,1.32
5176,0.93,1.01
5177,0.06,0.06
5178,0.08,0.06
5179,0.52,0.56
5180,0.19,0.21
5181,0.4,0.48
5182,0.06,0.06
5183,0.46,0.5
5184,0.85,0.91
5185,0.08,0.06
5186,0.33,0.37
5187,0.06,0.06
5188,1.05,1.12
5189,0.48,0.52
5190,1.73,1.82
5191,0.13,0.15
5192,0.8,0.91
5193,0.26,0.3
5194,0.16,0.2
5195,0.41,0.44
5196,0.38,0.42
5197,0.19,0.25
5198,0.1,0.12
5199,2.33,2.49
5200,0.06,0.06
5201,0.18,0.22
5202,0.71,0.75
5203,0.09,0.11
5204,0.78,0.83
5205,0.36,0.39
5206,0.16,0.19
5207,0.08,0.06
5208,2.96,3.12
5209,0.06,0.06
5210,0.07,0.08
5211,0.64,0.68
5212,0.37,0.41
5213,0.49,0.53
5214,0.45,0.48
5215,0.06,0.06
5216,0.72,0.78
5217,0.48,0.55
5218,0.06,0.06
5219,2.31,2.47
5220,0.78,0.84
5221,0.16,0.2
5222,0.06,0.06
5223,1.99,2.11
5224,0.06,0.08
5225,0.78,0.83
5226,0.16,0.2
5227,0.07,0.08
5228,2.34,2.47
5229,0.16,0.2
5230,0.47,0.53
5231,0.93,0.98
5232,1.63,1.74
5233,0.4,0.49
5234,3.65,3.86
5235,0.56,0.6
5236,0.15,0.17
5237,0.44,0.48
5238,1.4,1.52
5239,1.4,1.48
5240,1.83,1.95
5241,0.31,0.34
5242,0.14,0.17
5243,0.07,0.08
5244,0.09,0.08
5245,0.16,0.2
5246,0.06,0.06
5247,1.23,1.31
5248,0.1,0.12
5249,1.19,1.25
5250,0.1,0.11
5251,2.63,2.78
5252,0.42,0.46
5253,0.67,0.71
5254,0.11,0.12
5255,0.31,0.35
5256,2.37,2.52
5257,0.14,0.16
5258,0.43,0.48
5259,1.02,1.09
5260,0.53,0.57
5261,0.72,0.84
5262,0.14,0.16
5263,0.49,0.53
5264,0.07,0.08
5265,0.35,0.4
5266,0.13,0.15
5267,1.01,1.11
5268,0.59,0.63
5269,0.09,0.08
5270,0.16,0.19
5271,0.86,0.92
5272,0.33,0.37
5273,0.37,0.43
5274,0.67,0.79
5275,1.53,1.62
5276,0.33,0.39
5277,0.44,0.5
5278,0.28,0.31
5279,0.07,0.08
5280,0.4,0.44
5281,0.06,0.06
5282,1.29,1.36
5283,0.06,0.06
5284,1.88,2.01
5285,0.52,0.63
5286,0.17,0.2
5287,0.06,0.06
5288,0.11,0.13
5289,0.51,0.57
5290,0.41,0.46
5291,0.33,0.37
5292,0.2,0.26
5293,2.86,3.09
5294,0.13,0.15
5295,0.08,0.06
5296,0.08,0.06
5297,0.16,0.19
5298,0.92,1.02
5299,0.63,0.67
5300,0.15,0.17
5301,0.35,0.39
5302,2,2.1
5303,0.46,0.52
5304,2.2,2.38
5305,0.16,0.18
5306,0.81,0.86
5307,0.73,0.82
5308,0.33,0.39
5309,0.06,0.06
5310,0.33,0.37
5311,0.16,0.19
5312,0.15,0.19
5313,0.72,0.76
5314,0.21,0.26
5315,1.06,1.15
5316,0.11,0.12
5317,0.11,0.13
5318,0.26,0.3
5319,1.33,1.41
5320,0.87,0.97
5321,0.11,0.12
5322,0.1,0.14
5323,1.02,1.08
5324,1.7,1.81
5325,0.36,0.46
5326,1.6,1.69
5327,0.17,0.2
5328,0.12,0.14
5329,0.91,0.99
5330,0.09,0.08
5331,1.01,1.14
5332,2.41,2.6
5333,0.17,0.2
5334,0.14,0.17
5335,0.21,0.26
5336,0.38,0.41
5337,0.16,0.2
5338,1.68,1.78
5339,0.14,0.16
5340,0.67,0.71
5341,0.07,0.08
5342,0.29,0.32
5343,0.06,0.06
5344,0.3,0.34
5345,0.5,0.62
5346,0.32,0.34
5347,0.16,0.2
5348,2.08,2.2
5349,0.41,0.44
5350,1.56,1.72
5351,0.06,0.06
5352,0.07,0.06
5353,1.52,1.75
5354,0.15,0.18
5355,0.11,0.12
5356,0.61,0.71
5357,0.69,0.75
5358,0.1,0.11
5359,0.85,0.95
5360,0.2,0.24
5361,1.87,1.97
5362,0.54,0.58
5363,2.12,2.25
5364,0.48,0.52
5365,0.16,0.2
5366,0.47,0.56
5367,0.94,1
5368,0.06,0.06
5369,0.16,0.19
5370,0.47,0.51
5371,0.9,0.96
5372,2.07,2.28
5373,0.15,0.18
5374,0.06,0.06
5375,0.06,0.06
5376,0.33,0.38
5377,0.08,0.08
5378,0.16,0.19
5379,0.1,0.12
5380,0.06,0.06
5381,0.06,0.06
5382,0.98,1.05
5383,1.04,1.1
5384,0.31,0.33
5385,1.83,1.94
5386,0.33,0.36
5387,0.17,0.2
5388,1.64,1.74
5389,0.21,0.27
5390,1.38,1.45
5391,0.37,0.41
5392,1.56,1.68
5393,0.13,0.15
5394,0.5,0.58
5395,0.08,0.08
5396,0.49,0.55
5397,0.17,0.2
5398,1.19,1.29
5399,0.44,0.54
5400,0.69,0.75
5401,1.93,2.08
5402,0.27,0.31
5403,0.88,0.92
5404,0.08,0.06
5405,0.84,0.96
5406,1.11,1.17
5407,0.79,0.9
5408,0.83,0.88
5409,0.32,0.36
5410,0.1,0.12
5411,0.13,0.18
5412,0.1,0.12
5413,0.83,0.93
5414,0.2,0.25
5415,0.15,0.18
5416,1.79,1.91
5417,0.15,0.18
5418,0.07,0.08
5419,0.91,1.05
5420,0.38,0.43
5421,0.13,0.16
5422,0.06,0.06
5423,0.45,0.49
5424,0.59,0.72
5425,0.15,0.22
5426,0.17,0.21
5427,0.15,0.18
5428,0.17,0.23
5429,0.17,0.21
5430,0.19,0.23
5431,0.16,0.19
5432,0.16,0.19
5433,1.97,2.1
5434,0.12,0.14
5435,0.78,0.88
5436,0.09,0.08
5437,0.88,0.95
5438,0.06,0.06
5439,0.5,0.54
5440,1.1,1.16
5441,0.74,0.86
5442,0.07,0.08
5443,0.07,0.08
5444,0.17,0.21
5445,0.16,0.19
5446,0.06,0.06
5447,5.06,5.31
5448,0.52,0.57
5449,0.51,0.55
5450,0.27,0.32
5451,1.83,1.96
5452,0.29,0.31
5453,1.41,1.49
5454,1.28,1.35
5455,0.69,0.73
5456,0.22,0.25
5457,1.11,1.17
5458,6.01,6.35
5459,0.24,0.29
5460,0.5,0.54
5461,1.87,2
5462,2.22,2.4
5463,1.01,1.07
5464,0.76,0.81
5465,1.37,1.48
5466,0.39,0.42
5467,0.35,0.37
5468,0.4,0.43
5469,1.13,1.2
5470,0.4,0.43
5471,0.45,0.48
5472,0.61,0.65
5473,0.71,0.77
5474,0.28,0.33
5475,2.72,2.92
5476,0.93,1.03
5477,0.35,0.41
5478,0.3,0.35
5479,1.62,1.7
5480,1.53,1.62
5481,0.24,0.27
5482,0.51,0.55
5483,1.28,1.36
5484,0.5,0.54
5485,1.05,1.12
5486,0.33,0.35
5487,1.98,2.08
5488,0.88,0.93
5489,1.62,1.74
5490,1.5,1.59
5491,0.45,0.49
5492,2.39,2.51
5493,5.26,5.61
5494,0.25,0.29
5495,0.71,0.76
5496,5.72,6
5497,1.79,1.88
5498,0.57,0.61
5499,0.48,0.51
5500,0.33,0.4
5501,2.17,2.28
5502,0.59,0.63
5503,0.7,0.75
5504,0.43,0.45
5505,0.34,0.37
5506,0.54,0.57
5507,0.28,0.3
5508,1.1,1.16
5509,0.26,0.31
5510,6.26,6.57
5511,1.21,1.28
5512,0.34,0.36
5513,0.73,0.78
5514,7.88,8.41
5515,0.5,0.54
5516,0.96,1.03
5517,2.5,2.62
5518,0.31,0.34
5519,0.6,0.64
5520,0.51,0.54
5521,1.31,1.39
5522,0.21,0.25
5523,1.01,1.09
5524,0.35,0.42
5525,1.5,1.57
5526,0.21,0.25
5527,0.59,0.63
5528,0.32,0.35
5529,0.6,0.65
5530,1.35,1.43
5531,0.55,0.59
5532,0.33,0.39
5533,0.52,0.55
5534,0.26,0.31
5535,1.84,2
5536,0.57,0.6
5537,0.41,0.44
5538,1.02,1.11
5539,0.27,0.31
5540,0.72,0.77
5541,0.56,0.6
5542,0.32,0.37
5543,0.3,0.36
5544,1.39,1.47
5545,1.24,1.31
5546,0.39,0.49
5547,3.41,3.57
5548,0.74,0.79
5549,1.85,1.96
5550,0.74,0.8
5551,1.76,1.84
5552,0.85,0.9
5553,0.5,0.54
5554,0.41,0.43
5555,0.28,0.31
5556,0.78,0.85
5557,0.54,0.58
5558,0.5,0.54
5559,0.72,0.8
5560,0.86,0.96
5561,0.59,0.64
5562,1.69,1.82
5563,0.6,0.64
5564,2.1,2.2
5565,2.29,2.4
5566,0.23,0.26
5567,1.71,1.78
5568,0.6,0.67
5569,0.25,0.3
5570,0.92,0.98
5571,1.93,2.05
5572,0.39,0.41
5573,0.31,0.36
5574,0.51,0.55
5575,0.25,0.3
5576,0.52,0.56
5577,0.69,0.73
5578,0.8,0.85
5579,0.4,0.43
5580,0.39,0.42
5581,0.7,0.75
5582,3.54,3.71
5583,0.84,0.89
5584,0.68,0.72
5585,0.23,0.27
5586,0.39,0.42
5587,0.74,0.79
5588,0.37,0.4
5589,0.63,0.68
5590,1.75,1.85
5591,1.45,1.52
5592,1.92,2.02
5593,1.35,1.43
5594,0.26,0.31
5595,0.23,0.26
5596,0.8,0.88
5597,0.87,0.92
5598,0.64,0.67
5599,0.72,0.77
5600,1.97,2.07
5601,0.22,0.26
5602,0.4,0.43
5603,0.71,0.78
5604,1.48,1.59
5605,1.36,1.45
5606,2.6,2.73
5607,0.76,0.81
5608,0.95,1.02
5609,7.4,7.78
5610,1.97,2.08
5611,0.63,0.68
5612,0.69,0.74
5613,0.26,0.29
5614,0.3,0.34
5615,0.77,0.85
5616,3.15,3.3
5617,0.23,0.28
5618,1.37,1.52
5619,2.09,2.19
5620,0.96,1.03
5621,2.82,2.96
5622,0.62,0.66
5623,1.89,2.02
5624,1.24,1.3
5625,1.85,1.93
5626,0.73,0.78
5627,0.27,0.32
5628,0.97,1.05
5629,0.26,0.29
5630,5.34,5.6
5631,0.36,0.38
5632,0.38,0.4
5633,0.37,0.4
5634,1.07,1.13
5635,0.3,0.36
5636,1.04,1.11
5637,0.31,0.37
5638,0.29,0.34
5639,2.12,2.22
5640,0.51,0.55
5641,0.72,0.76
5642,0.76,0.8
5643,0.27,0.31
5644,1.93,2.06
5645,0.96,1.03
5646,4.61,4.83
5647,0.83,0.89
5648,0.69,0.74
5649,0.32,0.37
5650,0.29,0.32
5651,0.66,0.74
5652,0.25,0.3
5653,0.53,0.57
5654,1.16,1.23
5655,0.5,0.55
5656,1.31,1.39
5657,5.95,6.3
5658,0.48,0.51
5659,1.25,1.32
5660,0.76,0.82
5661,1.16,1.23
5662,0.27,0.31
5663,0.37,0.4
5664,0.73,0.79
5665,0.78,0.86
5666,0.74,0.79
5667,0.6,0.64
5668,0.35,0.41
5669,0.23,0.26
5670,1.38,1.47
5671,0.93,1
5672,0.3,0.33
5673,0.57,0.61
5674,4.44,4.65
5675,0.34,0.4
5676,0.61,0.65
5677,3.16,3.41
5678,1.62,1.7
5679,3.92,4.22
5680,0.24,0.28
5681,0.93,1.02
5682,2.74,2.87
5683,2.7,2.87
5684,1.31,1.39
5685,1.77,1.9
5686,1.31,1.39
5687,0.38,0.41
5688,0.72,0.77
5689,2.35,2.78
5690,0.51,0.56
5691,0.96,1.03
5692,0.45,0.48
5693,0.27,0.3
5694,1.5,1.58
5695,1.34,1.4
5696,0.26,0.28
5697,0.31,0.33
5698,0.22,0.26
5699,0.49,0.52
5700,0.81,0.85
5701,1.91,2
5702,1.56,1.67
5703,0.65,0.69
5704,0.23,0.26
5705,0.79,0.84
5706,1.07,1.13
5707,2.54,2.66
5708,0.51,0.55
5709,0.75,0.8
5710,0.56,0.6
5711,0.87,0.93
5712,0.65,0.71
5713,0.96,1.02
5714,1,1.05
5715,0.29,0.34
5716,3.88,4.07
5717,0.5,0.55
5718,0.76,0.87
5719,0.96,1.05
5720,0.51,0.58
5721,0.65,0.77
5722,0.27,0.29
5723,0.43,0.46
5724,0.36,0.39
5725,0.26,0.32
5726,1.76,1.85
5727,6.15,6.47
5728,0.22,0.26
5729,3.03,3.18
5730,0.76,0.81
5731,0.39,0.42
5732,1.2,1.26
5733,0.58,0.62
5734,0.35,0.42
5735,1,1.06
5736,2.37,2.55
5737,0.27,0.31
5738,0.93,0.98
5739,1.7,1.82
5740,1.35,1.43
5741,1.57,1.65
5742,2.74,2.89
5743,0.47,0.5
5744,0.96,1.04
5745,0.62,0.67
5746,1.63,1.72
5747,1.1,1.21
5748,1.55,1.66
5749,0.31,0.37
5750,0.25,0.28
5751,1.31,1.38
5752,0.5,0.55
5753,0.9,0.95
5754,0.3,0.36
5755,0.5,0.54
5756,0.98,1.04
5757,0.27,0.31
5758,0.53,0.58
5759,0.6,0.63
5760,1.15,1.21
5761,0.3,0.36
5762,0.66,0.72
5763,0.74,0.8
5764,6.06,6.4
5765,1.52,1.62
5766,1.01,1.07
5767,0.8,0.87
5768,0.74,0.79
5769,0.82,0.86
5770,0.89,1.04
5771,0.22,0.26
